,Table S11 GO enrichment of cluster 4,,,,,
GO:0010074,maintenance of meristem identity,1,94,3.43E-03,biological_process,"The process in which an organism retains a population of meristem cells, preventing the commitment of all stem cell progeny to a differentiated cell fate."
GO:1905393,plant organ formation,2,120,2.22E-07,biological_process,The process that gives rise to the plant organ. This process pertains to the initial formation of a structure from unspecified parts.
GO:0019827,stem cell population maintenance,2,110,5.57E-08,biological_process,The process by which an organism or tissue maintains a population of stem cells of a single type. This can be achieved by a number of mechanisms: stem cell asymmetric division maintains stem cell numbers; stem cell symmetric division increases them; maintenance of a stem cell niche maintains the conditions for commitment to the stem cell fate for some types of stem cell; stem cells may arise de novo from other cell types.
GO:0001763,morphogenesis of a branching structure,1,23,8.32E-10,biological_process,"The process in which the anatomical structures of branches are generated and organized. A branch is a division or offshoot from a main stem. Examples in animals would include blood vessels, nerves, lymphatics and other endothelial or epithelial tubes."
GO:0010076,maintenance of floral meristem identity,1,9,5.74E-23,biological_process,"The process in which an organism retains a population of floral meristem cells, preventing the commitment of all stem cell progeny to a differentiated cell fate."
GO:0010077,maintenance of inflorescence meristem identity,1,9,5.74E-23,biological_process,"The process in which an organism retains a population of inflorescence meristem cells, preventing the commitment of all stem cell progeny to a differentiated cell fate."
GO:0010051,xylem and phloem pattern formation,1,100,4.71E-03,biological_process,The regionalization process that gives rise to the patterning of the conducting tissues. An example of this process is found in Arabidopsis thaliana.
GO:0010154,fruit development,1,59,1.64E-04,biological_process,"The process whose specific outcome is the progression of the fruit over time, from its formation to the mature structure. The fruit is a reproductive body of a seed plant."
GO:0042761,very long-chain fatty acid biosynthetic process,1,25,4.03E-09,biological_process,"The chemical reactions and pathways resulting in the formation of a very long chain fatty acid, a fatty acid with an aliphatic tail of 22 or more carbons."
GO:0010223,secondary shoot formation,1,19,1.33E-11,biological_process,The process that gives rise to secondary (or auxiliary or axillary) shoots in plants. This process pertains to the initial formation of a structure from unspecified parts. These secondary shoots originate from secondary meristems initiated in the axils of leaf primordia. Axillary meristems function like the shoot apical meristem of the primary shoot initating the development of lateral organs.
GO:0010346,shoot axis formation,1,19,1.33E-11,biological_process,The process that gives rise to a shoot axis. This process pertains to the initial formation of a structure from unspecified parts.
GO:0080006,internode patterning,1,2,8.82E-98,biological_process,"Determines the spacing between two shoot nodes. A shoot node is the region of the shoot where the spikelet, flower, floret, branch, bud and/or leaves are attached."
GO:0035061,interchromatin granule,1,2,8.82E-98,cellular_component,"A class of nuclear body measuring 20-25 nm in diameter and distributed throughout the interchromatin space, linked together by thin fibrils. They are believed to be storage centers for various snRNAs, snRNPs, serine/arginine-rich proteins and RNA polymerase II. A typical mammalian cell contains 25-50 clusters of interchromatin granules. Interchromatin granule clusters do not contain the heterogeneous nuclear RNA-binding proteins (hnRNPs)."
GO:0016607,nuclear speck,1,77,1.09E-03,cellular_component,"A discrete extra-nucleolar subnuclear domain, 20-50 in number, in which splicing factors are seen to be localized by immunofluorescence microscopy."
GO:0016604,nuclear body,2,119,1.95E-07,cellular_component,Extra-nucleolar nuclear domains usually visualized by confocal microscopy and fluorescent antibodies to specific proteins.
GO:0048457,floral whorl morphogenesis,1,1,1.07E-193,biological_process,The process in which the anatomical structures of the floral whorl are generated and organized.
GO:0042023,DNA endoreduplication,1,24,1.89E-09,biological_process,"Regulated re-replication of DNA within a single cell cycle, resulting in an increased cell ploidy. An example of this process occurs in the synthesis of Drosophila salivary gland cell polytene chromosomes."
GO:0006261,DNA-templated DNA replication,1,67,4.30E-04,biological_process,A DNA replication process that uses parental DNA as a template for the DNA-dependent DNA polymerases that synthesize the new strands.
GO:0030371,translation repressor activity,1,35,7.41E-07,molecular_function,Antagonizes ribosome-mediated translation of mRNA into a polypeptide.
GO:0006109,regulation of carbohydrate metabolic process,1,89,2.56E-03,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving carbohydrates."
GO:0044786,cell cycle DNA replication,1,28,2.83E-08,biological_process,The DNA-dependent DNA replication that takes place as part of the cell cycle.
GO:0008180,COP9 signalosome,1,22,3.40E-10,cellular_component,"A protein complex that catalyzes the deneddylation of proteins, including the cullin component of SCF ubiquitin E3 ligase; deneddylation increases the activity of cullin family ubiquitin ligases. The signalosome is involved in many regulatory process, including some which control development, in many species; also regulates photomorphogenesis in plants; in many species its subunits are highly similar to those of the proteasome."
