,Table S10. GO enrichment of cluster 3,,,,,
GO:0006397,mRNA processing,2,479,2.49E-02,biological_process,Any process involved in the conversion of a primary mRNA transcript into one or more mature mRNA(s) prior to translation into polypeptide.
GO:0048509,regulation of meristem development,1,63,2.19E-04,biological_process,"Any process that modulates the frequency, rate or extent of meristem development, the biological process whose specific outcome is the progression of the meristem over time, from its formation to the mature structure."
GO:0071616,acyl-CoA biosynthetic process,2,40,5.85E-21,biological_process,"The chemical reactions and pathways resulting in the formation of acyl-CoA, any derivative of coenzyme A in which the sulfhydryl group is in thiolester linkage with an acyl group."
GO:0005215,transporter activity,10,3386,5.11E-04,molecular_function,"Enables the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells."
GO:0048510,regulation of timing of transition from vegetative to reproductive phase,1,41,3.65E-06,biological_process,"The process controlling the point in time during development when a vegetative meristem will change its identity to become an inflorescence or floral meristem, and/or the rate at which the change occurs."
GO:0015662,P-type ion transporter activity,2,121,1.61E-07,molecular_function,"Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O = ADP + phosphate, to directly drive the transport of ions across a membrane. The reaction is characterized by the transient formation of a high-energy aspartyl-phosphoryl-enzyme intermediate."
GO:0022804,active transmembrane transporter activity,5,1148,4.49E-04,molecular_function,"Enables the transfer of a specific substance or related group of substances from one side of a membrane to the other, up the solute's concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction."
GO:0042626,ATPase-coupled transmembrane transporter activity,2,522,3.59E-02,molecular_function,"Primary active transporter of a solute across a membrane, via the reaction: ATP + H2O = ADP + phosphate, to directly drive the transport of a substance across a membrane. The transport protein may be transiently phosphorylated (P-type transporters), or not (ABC-type transporters and other families of transporters). Primary active transport occurs up the solute's concentration gradient and is driven by a primary energy source."
GO:0022857,transmembrane transporter activity,10,3255,3.04E-04,molecular_function,"Enables the transfer of a substance, usually a specific substance or a group of related substances, from one side of a membrane to the other."
GO:0048831,regulation of shoot system development,3,219,9.64E-09,biological_process,"Any process that modulates the frequency, rate or extent of shoot development."
GO:0140358,P-type transmembrane transporter activity,2,121,1.61E-07,molecular_function,"Primary active transporter that auto-phosphorylates (hence P) at a key conserved aspartate residue, generating a conformational change that allows transport of the substrate. Hydrolysis of the phosphorylated Asp residue, catalyzed by the actuator (A) domain, results in another state with occluded substrates. Upon dissociation of Mg2+ and inorganic phosphate (Pi), the enzyme reverts to the initial state, in which the counter-transported substrate is released into the cytosol."
GO:0009909,regulation of flower development,3,200,1.57E-09,biological_process,"Any process that modulates the frequency, rate or extent of flower development."
GO:0009910,negative regulation of flower development,2,58,9.27E-15,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of flower development."
GO:0070176,DRM complex,1,16,6.89E-14,cellular_component,"A transcriptional repressor complex that contains the lin-9, lin-35, lin-37, lin-52, lin-53, lin-5is involved in 4-, dpl-1 and efl-1 proteins, and is involved in cell fate specification."
GO:0140657,ATP-dependent activity,5,1497,4.78E-03,molecular_function,"A molecular function characterized by the coupling of ATP hydrolysis to other steps of a reaction mechanism to make the reaction energetically favorable, for example to catalyze a reaction or drive transport against a concentration gradient."
GO:2000242,negative regulation of reproductive process,2,91,9.91E-10,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of reproductive process."
GO:0090571,RNA polymerase II transcription repressor complex,1,16,6.89E-14,cellular_component,"A protein complex, located in the nucleus, that possesses activity that prevents or downregulates transcription from a RNA polymerase II promoter."
GO:2000241,regulation of reproductive process,4,723,1.68E-04,biological_process,"Any process that modulates the frequency, rate or extent of reproductive process."
GO:0030422,siRNA processing,1,45,1.03E-05,biological_process,A process leading to the generation of a functional small interfering RNA (siRNA). Includes the cleavage of double-stranded RNA to form small interfering RNA molecules (siRNAs) of 21-23 nucleotides. May also include amplification of the siRNA by RNA-directed RNA polymerase.
GO:0017053,transcription repressor complex,1,20,2.25E-11,cellular_component,A protein complex that possesses activity that prevents or downregulates transcription.
GO:0010050,vegetative phase change,1,10,2.19E-21,biological_process,Any process involved in the transition of a plant from a juvenile phase of vegetative development to an adult phase of vegetative development.
GO:0010267,ta-siRNA processing,1,15,1.01E-14,biological_process,A process leading to the generation of a functional trans-acting small interfering RNA (ta-siRNA). ta-siRNAs function like miRNAs to guide cleavage of target mRNAs.
GO:0010025,wax biosynthetic process,1,44,8.06E-06,biological_process,"The chemical reactions and pathways resulting in the formation of wax, which includes C16 and C18 fatty acids."
GO:0009616,RNAi-mediated antiviral immune response,1,12,4.65E-18,biological_process,A post-transcriptional gene silencing pathway mediated by the action of regulatory RNAs that protects against foreign organism invasion by restricting viral replication and dissemination.
GO:0010494,cytoplasmic stress granule,1,150,2.35E-02,cellular_component,A dense aggregation in the cytosol composed of proteins and RNAs that appear when the cell is under stress.
GO:0031625,ubiquitin protein ligase binding,1,76,8.33E-04,molecular_function,"Binding to a ubiquitin protein ligase enzyme, any of the E3 proteins."
GO:0016441,post-transcriptional gene silencing,1,113,7.37E-03,biological_process,The inactivation of gene expression that occurs after transcription.
GO:0070918,regulatory ncRNA processing,1,81,1.25E-03,biological_process,A process leading to the generation of a functional regulatory non-coding RNA.
GO:0044389,ubiquitin-like protein ligase binding,1,86,1.79E-03,molecular_function,"Binding to a ubiquitin-like protein ligase, such as ubiquitin-ligase."
GO:0099080,supramolecular complex,2,488,2.70E-02,cellular_component,"A cellular component that consists of an indeterminate number of proteins or macromolecular complexes, organized into a regular, higher-order structure such as a polymer, sheet, network or a fiber."
GO:1901568,fatty acid derivative metabolic process,1,63,2.19E-04,biological_process,The chemical reactions and pathways involving fatty acid derivative.
GO:1901570,fatty acid derivative biosynthetic process,1,49,2.45E-05,biological_process,The chemical reactions and pathways resulting in the formation of fatty acid derivative.
GO:0016769,"transferase activity, transferring nitrogenous groups",1,168,3.49E-02,molecular_function,Catalysis of the transfer of a nitrogenous group from one compound (donor) to another (acceptor).
GO:0010166,wax metabolic process,1,46,1.29E-05,biological_process,"The chemical reactions and pathways involving wax, a compound containing C16 and C18 fatty acids."
GO:0035194,regulatory ncRNA-mediated post-transcriptional gene silencing,1,102,4.50E-03,biological_process,"A posttranscriptional gene silencing pathway in which regulatory RNAs elicit silencing of specific target genes, either by mRNA destabilization or inhibition of translation."
GO:0009073,aromatic amino acid family biosynthetic process,1,124,1.11E-02,biological_process,"The chemical reactions and pathways resulting in the formation of aromatic amino acid family, amino acids with aromatic ring (phenylalanine, tyrosine, tryptophan)."
GO:0033853,aspartate-prephenate aminotransferase activity,1,1,2.49E-199,molecular_function,Catalysis of the reaction: L-arogenate + oxaloacetate = prephenate + L-aspartate.
