,Table S9 GO enrichment of cluster 2,,,,,
GO:0043933,protein-containing complex organization,5,1349,1.01E-02,biological_process,"Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a protein complex."
GO:0070920,regulation of regulatory ncRNA processing,1,7,1.08E-24,biological_process,"Any process that modulates the frequency, rate or extent of regulatory non-coding RNA processing."
GO:0071824,protein-DNA complex organization,4,475,1.37E-05,biological_process,"Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a protein-DNA complex."
GO:0140097,"catalytic activity, acting on DNA",4,562,1.01E-04,molecular_function,Catalytic activity that acts to modify DNA.
GO:0140658,ATP-dependent chromatin remodeler activity,2,46,3.68E-15,molecular_function,"An activity, driven by ATP hydrolysis, that modulates the contacts between histones and DNA, resulting in a change in chromosome architecture within the nucleosomal array, leading to chromatin remodeling."
GO:1900034,regulation of cellular response to heat,1,12,5.40E-15,biological_process,"Any process that modulates the frequency, rate or extent of cellular response to heat."
GO:1900036,positive regulation of cellular response to heat,1,6,1.48E-28,biological_process,"Any process that activates or increases the frequency, rate or extent of cellular response to heat."
GO:1903798,regulation of miRNA processing,1,5,5.83E-34,biological_process,"Any process that modulates the frequency, rate or extent of microRNA processing."
GO:0080135,regulation of cellular response to stress,1,96,8.84E-03,biological_process,"Any process that modulates the frequency, rate or extent of a cellular response to stress. Cellular response to stress is a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."
GO:0000394,"RNA splicing, via endonucleolytic cleavage and ligation",1,22,9.17E-09,biological_process,"Splicing of RNA via recognition of the folded RNA structure that brings the 5' and 3' splice sites into proximity and cleavage of the RNA at both the 3' and 5' splice sites by an endonucleolytic mechanism, followed by ligation of the exons."
GO:0034470,ncRNA processing,4,796,2.54E-03,biological_process,Any process that results in the conversion of one or more primary non-coding RNA (ncRNA) transcripts into one or more mature ncRNA molecules.
GO:0034660,ncRNA metabolic process,4,1004,1.29E-02,biological_process,The chemical reactions and pathways involving non-coding RNA transcripts (ncRNAs).
GO:0003972,RNA ligase (ATP) activity,1,3,1.58E-55,molecular_function,Catalysis of the reaction: ATP + ribonucleotide(n) + ribonucleotide(m) = AMP + diphosphate + ribonucleotide(n+m).
GO:0006388,"tRNA splicing, via endonucleolytic cleavage and ligation",1,18,1.96E-10,biological_process,"Splicing of tRNA substrates via recognition of the folded RNA structure that brings the 5' and 3' splice sites into proximity and cleavage of the RNA at both the 3' and 5' splice sites by an endonucleolytic mechanism, followed by ligation of the exons."
GO:0008380,RNA splicing,3,413,5.64E-04,biological_process,The process of removing sections of the primary RNA transcript to remove sequences not present in the mature form of the RNA and joining the remaining sections to form the mature form of the RNA.
GO:0016886,"ligase activity, forming phosphoric ester bonds",1,12,5.40E-15,molecular_function,"Catalysis of the joining of two molecules, or two groups within a single molecule, via a phosphoric ester bond, with the concomitant hydrolysis of the diphosphate bond in ATP or a similar triphosphate."
GO:0004112,cyclic-nucleotide phosphodiesterase activity,1,7,1.08E-24,molecular_function,Catalysis of the reaction: a nucleoside cyclic phosphate + H2O = a nucleoside phosphate.
GO:0004113,"2',3'-cyclic-nucleotide 3'-phosphodiesterase activity",1,3,1.58E-55,molecular_function,"Catalysis of the reaction: nucleoside 2',3'-cyclic phosphate + H2O = nucleoside 2'-phosphate."
GO:0010928,regulation of auxin mediated signaling pathway,2,51,9.14E-14,biological_process,"Any process that modulates the rate, frequency or extent of auxin mediated signaling pathway. Auxin mediated signaling pathway is the series of molecular signals generated in response to detection of auxin."
GO:0019205,nucleobase-containing compound kinase activity,1,116,1.92E-02,molecular_function,"Catalysis of the transfer of a phosphate group, usually from ATP or GTP, to a nucleobase, nucleoside, nucleotide or polynucleotide substrate."
GO:0030968,endoplasmic reticulum unfolded protein response,1,35,6.08E-06,biological_process,The series of molecular signals generated as a consequence of the presence of unfolded proteins in the endoplasmic reticulum (ER) or other ER-related stress; results in changes in the regulation of transcription and translation.
GO:0034976,response to endoplasmic reticulum stress,1,132,3.07E-02,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stress acting at the endoplasmic reticulum. ER stress usually results from the accumulation of unfolded or misfolded proteins in the ER lumen."
GO:0051731,polynucleotide 5'-hydroxyl-kinase activity,1,6,1.48E-28,molecular_function,Catalysis of the reaction: NTP + 5'-dephosphopolynucleotide = NDP + 5'-phosphopolynucleotide. The polynucleotide may be DNA or RNA.
GO:0015172,acidic amino acid transmembrane transporter activity,1,21,4.01E-09,molecular_function,Enables the transfer of acidic amino acids from one side of a membrane to the other. Acidic amino acids have side chains with a negative charge at pH 7.3.
GO:0015174,basic amino acid transmembrane transporter activity,1,23,1.95E-08,molecular_function,Enables the transfer of basic amino acids from one side of a membrane to the other. Basic amino acids have side chains with a positive charge at pH 7.3.
GO:0008452,RNA ligase activity,1,3,1.58E-55,molecular_function,Catalysis of the formation of a phosphodiester bond between a hydroxyl group at the end of one RNA chain and the 5'-phosphate group at the end of another.
GO:0015179,L-amino acid transmembrane transporter activity,1,35,6.08E-06,molecular_function,Enables the transfer of an L-amino acid from one side of a membrane to the other. L-amino acids are the L-enantiomers of amino acids.
GO:0005313,L-glutamate transmembrane transporter activity,1,9,1.58E-19,molecular_function,Enables the transfer of L-glutamate from one side of a membrane to the other. L-glutamate is the anion of 2-aminopentanedioic acid.
