,Table S8. GO enrichment of cluster 1,,,,,
GO:0008080,N-acetyltransferase activity,3,177,9.45E-19,molecular_function,Catalysis of the transfer of an acetyl group to a nitrogen atom on the acceptor molecule.
GO:0061733,peptide-lysine-N-acetyltransferase activity,2,70,2.09E-21,molecular_function,Catalysis of the reaction: acetyl-CoA + lysine in peptide = CoA + N-acetyl-lysine-peptide.
GO:0016410,N-acyltransferase activity,3,206,3.40E-16,molecular_function,Catalysis of the transfer of an acyl group to a nitrogen atom on the acceptor molecule.
GO:0140993,histone modifying activity,3,275,2.87E-12,molecular_function,A catalytic activity that acts on a histone protein. Reversible histone modifications contribute to regulation of gene expression.
GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",4,805,2.99E-07,molecular_function,"Catalysis of the transfer of an acyl group, other than amino-acyl, from one compound (donor) to another (acceptor)."
GO:0009902,chloroplast relocation,1,16,9.79E-24,biological_process,The process in which chloroplasts in photosynthetic cells migrate toward illuminated sites to optimize photosynthesis and move away from excessively illuminated areas to protect the photosynthetic machinery.
GO:0051644,plastid localization,1,22,1.18E-17,biological_process,"Any process in which a plastid is transported to, and/or maintained in, a specific location within the cell."
GO:0034212,peptide N-acetyltransferase activity,2,77,1.49E-19,molecular_function,"Catalysis of the acetylation of an amino acid residue of a peptide or protein, according to the reaction: acetyl-CoA + peptide = CoA + N-acetylpeptide."
GO:0051656,establishment of organelle localization,1,63,5.46E-07,biological_process,The directed movement of an organelle to a specific location.
GO:0051667,establishment of plastid localization,1,16,9.79E-24,biological_process,The directed movement of a plastid to a specific location in the cell.
GO:0071478,cellular response to radiation,1,186,4.94E-03,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."
GO:0009637,response to blue light,1,190,5.48E-03,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a blue light stimulus. Blue light is electromagnetic radiation with a wavelength of between 440 and 500nm."
GO:0051640,organelle localization,1,166,2.74E-03,biological_process,"Any process in which an organelle is transported to, and/or maintained in, a specific location."
GO:0019750,chloroplast localization,1,21,1.99E-18,biological_process,"Any process in which a chloroplast is transported to, and/or maintained in, a specific location within the cell. A chloroplast is a chlorophyll-containing plastid found in cells of algae and higher plants."
GO:0071483,cellular response to blue light,1,45,2.65E-09,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a blue light stimulus. Blue light is electromagnetic radiation with a wavelength of between 440 and 500nm."
GO:0009903,chloroplast avoidance movement,1,10,4.61E-37,biological_process,The relocation process in which chloroplasts in photosynthetic cells avoid strong light and move away from it in order to preserve the photosynthetic machinery.
GO:0071482,cellular response to light stimulus,1,178,3.96E-03,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."
GO:0006979,response to oxidative stress,2,909,3.18E-02,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."
GO:0009904,chloroplast accumulation movement,1,8,6.30E-46,biological_process,The relocation process in which chloroplasts in photosynthetic cells move toward a brighter area in a cell to optimize photosynthesis.
GO:0080183,response to photooxidative stress,1,13,7.23E-29,biological_process,"Any process that results in a change in state or activity of a cell or organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as the result of a photooxidative stress, the light-dependent generation of active oxygen species. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."
GO:0007015,actin filament organization,1,217,1.01E-02,biological_process,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments. Includes processes that control the spatial distribution of actin filaments, such as organizing filaments into meshworks, bundles, or other structures, as by cross-linking."
GO:0097435,supramolecular fiber organization,1,300,3.46E-02,biological_process,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a supramolecular fiber, a polymer consisting of an indefinite number of protein or protein complex subunits that have polymerised to form a fiber-shaped structure."
GO:0002237,response to molecule of bacterial origin,1,160,2.23E-03,biological_process,"Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin."
GO:0002240,response to molecule of oomycetes origin,1,7,2.97E-52,biological_process,"Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of oomycetes origin."
GO:0002218,activation of innate immune response,2,56,1.72E-26,biological_process,Any process that initiates an innate immune response. Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens. Examples of this process include activation of the hypersensitive response of Arabidopsis thaliana and activation of any NOD or TLR signaling pathway in vertebrate species.
GO:0002253,activation of immune response,2,58,1.29E-25,biological_process,Any process that initiates an immune response.
GO:0002221,pattern recognition receptor signaling pathway,2,25,6.69E-58,biological_process,"The series of molecular signals initiated by a ligand binding to a pattern recognition receptor (PRR), and ending with the regulation of a downstream cellular process, e.g. transcription. PRRs bind pathogen-associated molecular pattern (PAMPs), structures conserved among microbial species, or damage-associated molecular pattern (DAMPs), endogenous molecules released from damaged cells."
GO:0002684,positive regulation of immune system process,2,73,1.44E-20,biological_process,"Any process that activates or increases the frequency, rate, or extent of an immune system process."
